crime_id,crime_type,criminal_name,crime_time,place_of_crime,jail_entry_date,bail_granted,duration_of_imprisonment,co_criminals,motive,latitude,longitude,date_of_crime
60347,Assault,Ramesh Gupta,21:40:00,Velachery,2016-07-26,Yes,10 years,,Financial Gain,8.746203138900574,78.15621091549384,01/01/1900
60348,Assault,Mohan Verma,01:54:00,Royapettah,2019-08-11,Yes,2 years,Deepak Choudhary,Financial Gain,8.714482278778382,78.11725005229927,01/01/1900
60349,Fraud,Rajesh Kumar,00:14:00,Anna Nagar,2022-01-23,Yes,2 years,Mohan Verma,Personal Feud,8.783659783871778,78.17568792132427,01/01/1900
60350,Drug Possession,Mohan Verma,14:35:00,Adyar,2018-01-13,No,5 years,,Revenge,8.777053250401417,78.19562099708799,01/01/1900
60351,Fraud,Vikram Rao,18:48:00,Anna Nagar,2023-01-10,No,5 years,Deepak Choudhary,Revenge,8.791718191718287,78.11113311439468,01/01/1900
60352,Kidnapping,Anita Sharma,14:13:00,,2018-12-07,No,2 years,Mohan Verma,Revenge,8.778232125029328,78.18650928004705,01/01/1900
60353,Theft,Suresh Iyer,19:25:00,T. Nagar,2023-02-21,Yes,3 years,,Revenge,8.789522387826658,78.14323137787454,01/01/1900
60354,Drug Possession,Nikita Sinha,13:44:00,Kodambakkam,2024-01-19,Yes,5 years,Deepak Choudhary,Political,8.735267468302403,78.16945960752399,01/01/1900
60355,Theft,Nikita Sinha,02:16:00,,2016-02-15,No,2 years,-,Political,8.717981893402744,78.19532213960478,01/01/1900
60356,Murder,Deepak Choudhary,01:16:00,Anna Nagar,2021-02-18,Yes,6 months,-,Accidental,8.758862143205127,78.10058167053108,01/01/1900
60357,Fraud,Suresh Iyer,22:18:00,T. Nagar,2022-09-18,Yes,6 months,,Financial Gain,8.75119999433429,78.1011744481261,01/01/1900
60358,Cyber Crime,Anita Sharma,23:30:00,Royapettah,2021-02-23,No,6 months,Deepak Choudhary,Political,8.789278536488373,78.13663429551325,01/01/1900
60359,Kidnapping,Mohan Verma,10:12:00,Royapettah,2023-05-19,Yes,1 year,Mohan Verma,Personal Feud,8.779100893545552,78.18967822271873,01/01/1900
60360,Kidnapping,Suresh Iyer,10:32:00,Royapettah,2020-10-20,Yes,5 years,Deepak Choudhary,Personal Feud,8.708652516946785,78.10983032619811,01/01/1900
60361,Theft,Rajesh Kumar,05:28:00,Mylapore,2024-12-19,Yes,3 years,-,Self-Defense,8.797128849660728,78.17361044804922,01/01/1900
60362,Cyber Crime,Amit Joshi,07:17:00,Purasawalkam,2018-05-19,Yes,10 years,-,Self-Defense,8.756292814214566,78.12601879550581,01/01/1900
60363,Fraud,Deepak Choudhary,15:40:00,Velachery,2020-12-18,Yes,2 years,Mohan Verma,Political,8.782164212674921,78.14250060855615,01/01/1900
60364,Fraud,Vikram Rao,12:28:00,Purasawalkam,2019-08-21,Yes,2 years,Suresh Iyer,Accidental,8.788435210011782,78.17311205057234,01/01/1900
60365,Assault,Rajesh Kumar,04:18:00,Mylapore,2023-10-26,No,3 years,Anita Sharma,Personal Feud,8.752003379957355,78.14443119165516,01/01/1900
60366,Kidnapping,Deepak Choudhary,21:43:00,T. Nagar,2023-12-24,Yes,,,Accidental,8.746124510505354,78.12885502908762,01/01/1900
60367,Fraud,Mohan Verma,15:34:00,Adyar,2023-06-06,No,1 year,Anita Sharma,Self-Defense,8.736720795421936,78.16237600815931,01/01/1900
60368,Assault,Nikita Sinha,23:58:00,Velachery,2022-06-06,No,6 months,Deepak Choudhary,Revenge,8.74336643490308,78.13051366621903,01/01/1900
60369,,Pooja Mehta,23:17:00,Royapettah,2023-02-01,No,,,Revenge,8.72034626238295,78.13476230053362,01/01/1900
60370,Cyber Crime,Mohan Verma,12:35:00,Velachery,2017-03-05,Yes,5 years,Suresh Iyer,Revenge,8.735920439929751,78.17204251535688,01/01/1900
60371,,Pooja Mehta,04:24:00,Velachery,2017-08-11,No,6 months,Suresh Iyer,Political,8.74791771975538,78.10668243771448,01/01/1900
60372,Cyber Crime,Pooja Mehta,17:46:00,Purasawalkam,2022-11-26,No,3 years,-,Accidental,8.708623385745016,78.16850819834062,01/01/1900
60373,Fraud,Deepak Choudhary,09:56:00,Adyar,2019-12-27,No,,-,Revenge,8.77711646820036,78.18701331800206,01/01/1900
60374,Kidnapping,Mohan Verma,05:14:00,Royapettah,2017-05-09,No,10 years,Deepak Choudhary,Self-Defense,8.717183117069835,78.12299732907644,01/01/1900
60375,,Suresh Iyer,12:58:00,Velachery,2019-09-25,No,6 months,Deepak Choudhary,Personal Feud,8.778356281663433,78.10862119756575,01/01/1900
60376,Theft,Pooja Mehta,03:06:00,Velachery,2021-07-26,No,10 years,-,Accidental,8.768320052651239,78.17979593589527,01/01/1900
60377,Cyber Crime,Suresh Iyer,09:12:00,Purasawalkam,2022-05-25,No,10 years,Anita Sharma,Accidental,8.70786574139618,78.10720899880658,01/01/1900
60378,Murder,Deepak Choudhary,01:10:00,T. Nagar,2020-10-23,No,6 months,,Self-Defense,8.76908103582965,78.1451576250512,01/01/1900
60379,,Ramesh Gupta,12:36:00,Adyar,2017-08-03,No,3 years,Mohan Verma,Self-Defense,8.742662579152489,78.10882235595328,01/01/1900
60380,Assault,Deepak Choudhary,14:47:00,Adyar,2019-11-27,Yes,3 years,Deepak Choudhary,Revenge,8.781447941764801,78.13305003589052,01/01/1900
60381,Kidnapping,Rajesh Kumar,18:08:00,Purasawalkam,2019-07-23,No,,-,Political,8.744951191775456,78.16287654136526,01/01/1900
60382,Assault,Ramesh Gupta,07:24:00,Royapettah,2016-12-09,Yes,3 years,Suresh Iyer,Accidental,8.755103458533371,78.15734441040337,01/01/1900
60383,Assault,Pooja Mehta,14:57:00,Mylapore,2018-02-14,No,1 year,,Self-Defense,8.729423184793497,78.15981723016252,01/01/1900
60384,Murder,Nikita Sinha,23:17:00,Mylapore,2022-03-01,No,3 years,Suresh Iyer,Financial Gain,8.775835310094882,78.16387058165697,01/01/1900
60385,Kidnapping,Vikram Rao,20:33:00,Velachery,2024-09-28,No,1 year,Deepak Choudhary,Financial Gain,8.78682143600133,78.17029398813969,01/01/1900
60386,Murder,Rajesh Kumar,21:14:00,Velachery,2018-01-18,No,10 years,-,Political,8.76327727645691,78.1387974687748,01/01/1900
60387,Drug Possession,,12:26:00,Adyar,2023-03-24,Yes,6 months,Mohan Verma,Personal Feud,8.706486180121063,78.11794242614837,
60388,Murder,Rajesh Kumar,07:27:00,,2015-08-02,Yes,5 years,-,Financial Gain,8.779532542104317,78.17546576441586,01/01/1900
60389,Cyber Crime,Pooja Mehta,09:35:00,T. Nagar,2022-03-25,No,3 years,Deepak Choudhary,Political,8.791269030659793,78.13293525162734,01/01/1900
60390,Murder,Ramesh Gupta,10:17:00,T. Nagar,2016-02-27,No,3 years,Deepak Choudhary,Personal Feud,8.719656786496435,78.11557499319652,01/01/1900
60391,Drug Possession,Amit Joshi,18:55:00,Velachery,2024-06-08,Yes,,Suresh Iyer,Accidental,8.796869777271672,78.14827084860832,01/01/1900
60392,Assault,Nikita Sinha,16:18:00,Kodambakkam,2018-03-17,No,,Suresh Iyer,Revenge,8.752779383004423,78.10604517881768,01/01/1900
60393,Assault,Nikita Sinha,08:25:00,T. Nagar,2024-08-22,Yes,6 months,Deepak Choudhary,,8.788853932265674,78.18584808991305,01/01/1900
60394,Kidnapping,Deepak Choudhary,14:44:00,Royapettah,2015-02-09,Yes,5 years,Deepak Choudhary,Financial Gain,8.757700500191008,78.10734063417506,01/01/1900
60395,Cyber Crime,Suresh Iyer,03:45:00,Adyar,2020-06-08,No,3 years,-,Personal Feud,8.726885989685979,78.1730092414002,01/01/1900
60396,Assault,Amit Joshi,11:38:00,T. Nagar,2017-10-14,Yes,5 years,Suresh Iyer,Political,8.763781924107839,78.17520765706438,01/01/1900
60397,Assault,Pooja Mehta,07:12:00,Anna Nagar,2018-01-02,No,3 years,-,Political,8.751145952874465,78.17280972249493,01/01/1900
60398,Murder,Amit Joshi,04:16:00,Kodambakkam,2019-04-08,No,5 years,Anita Sharma,Financial Gain,8.704749636624218,78.12910422874873,01/01/1900
60399,Murder,Suresh Iyer,02:41:00,Velachery,2018-08-08,No,,Mohan Verma,Personal Feud,8.753438682523601,78.11349187731693,01/01/1900
60400,Fraud,Ramesh Gupta,00:14:00,Mylapore,2023-05-25,Yes,10 years,Deepak Choudhary,Revenge,8.771152205492523,78.1468893868291,01/01/1900
60401,Cyber Crime,,13:53:00,Anna Nagar,2019-11-16,Yes,10 years,Deepak Choudhary,Self-Defense,8.758650715107768,78.11379600254276,
60402,Cyber Crime,Anita Sharma,10:24:00,Purasawalkam,2019-05-21,Yes,5 years,Suresh Iyer,Personal Feud,8.716792975428467,78.19718961507948,01/01/1900
60403,Theft,Deepak Choudhary,05:51:00,Adyar,2024-10-24,Yes,10 years,,Accidental,8.708047148851776,78.13120523872627,01/01/1900
60404,Cyber Crime,Nikita Sinha,16:12:00,Mylapore,2017-09-04,Yes,,Suresh Iyer,Self-Defense,8.726046417291377,78.17517473796168,01/01/1900
60405,Drug Possession,Suresh Iyer,00:36:00,Kodambakkam,2021-02-26,No,1 year,Mohan Verma,Personal Feud,8.72384673547786,78.16450245075698,01/01/1900
60406,Assault,Amit Joshi,11:25:00,Mylapore,2017-05-22,Yes,2 years,Deepak Choudhary,Revenge,8.727453472801212,78.13535032439756,01/01/1900
60407,Assault,Rajesh Kumar,23:57:00,Kodambakkam,2024-10-20,Yes,,,Self-Defense,8.754935186394203,78.15313730533238,01/01/1900
60408,Murder,Nikita Sinha,23:42:00,Velachery,2019-08-26,Yes,1 year,Anita Sharma,Financial Gain,8.704382395404782,78.1897051845878,01/01/1900
60409,Murder,Rajesh Kumar,02:59:00,Adyar,2015-01-19,No,1 year,Suresh Iyer,Revenge,8.76164454652747,78.17233259637935,01/01/1900
60410,Fraud,Amit Joshi,15:43:00,Adyar,2016-10-17,No,2 years,Suresh Iyer,Self-Defense,8.799226211297551,78.18601478866327,01/01/1900
60411,Cyber Crime,Mohan Verma,09:50:00,Anna Nagar,2015-08-20,Yes,5 years,,Financial Gain,8.77575985106356,78.18292133344609,01/01/1900
60412,Theft,Amit Joshi,11:26:00,Royapettah,2023-05-02,Yes,,Suresh Iyer,Revenge,8.743219031600605,78.18828507900291,01/01/1900
60413,Cyber Crime,Ramesh Gupta,07:39:00,Royapettah,2015-08-25,No,,Suresh Iyer,Political,8.76472425717619,78.14148569662835,01/01/1900
60414,Drug Possession,Anita Sharma,09:35:00,Adyar,2020-12-14,Yes,2 years,Suresh Iyer,Personal Feud,8.770635646915704,78.13540593304694,01/01/1900
60415,,Deepak Choudhary,20:56:00,Adyar,2016-10-16,Yes,10 years,Deepak Choudhary,Accidental,8.727731014050885,78.17241260998291,01/01/1900
60416,Fraud,Vikram Rao,00:25:00,Adyar,2016-03-28,No,2 years,Deepak Choudhary,Political,8.782014088598242,78.15512207207854,01/01/1900
60417,Cyber Crime,Deepak Choudhary,10:17:00,T. Nagar,2019-12-03,Yes,2 years,Mohan Verma,Self-Defense,8.7828821404139,78.10932408717863,01/01/1900
60418,Kidnapping,Suresh Iyer,03:51:00,Anna Nagar,2018-01-06,Yes,10 years,,Revenge,8.763303945106312,78.13805764450052,01/01/1900
60419,Kidnapping,Rajesh Kumar,17:11:00,Mylapore,2023-05-24,Yes,10 years,,Self-Defense,8.752393012163724,78.11589932837313,01/01/1900
60420,Assault,Vikram Rao,15:43:00,Velachery,2017-02-03,Yes,1 year,-,Financial Gain,8.737277408724124,78.10193735727225,01/01/1900
60421,Cyber Crime,Pooja Mehta,02:17:00,T. Nagar,2019-01-27,No,5 years,Suresh Iyer,Political,8.784791987176783,78.16052581837077,01/01/1900
60422,Cyber Crime,Amit Joshi,03:39:00,Anna Nagar,2017-01-01,No,3 years,-,Personal Feud,8.79020716646555,78.14580300345132,01/01/1900
60423,Fraud,Deepak Choudhary,14:47:00,Velachery,2024-07-07,Yes,10 years,-,Financial Gain,8.704239460138409,78.14845666697467,01/01/1900
60424,Kidnapping,Pooja Mehta,15:34:00,Velachery,2015-09-13,No,1 year,,Self-Defense,8.759480030089907,78.1120831010302,01/01/1900
60425,Theft,Anita Sharma,16:54:00,Velachery,2018-03-17,Yes,,Mohan Verma,Revenge,8.765298587489008,78.13574170687055,01/01/1900
60426,Murder,Mohan Verma,00:05:00,Velachery,2023-06-07,No,2 years,Anita Sharma,,8.715022383759875,78.15703659082864,01/01/1900
60427,Assault,Nikita Sinha,00:41:00,Kodambakkam,2021-03-01,No,6 months,Mohan Verma,Accidental,8.794559864494682,78.1942341791322,01/01/1900
60428,Fraud,Pooja Mehta,21:38:00,Adyar,2023-09-26,No,5 years,Suresh Iyer,Political,8.781221839883955,78.1452155090565,01/01/1900
60429,Drug Possession,Deepak Choudhary,16:58:00,Mylapore,2019-10-16,No,10 years,Deepak Choudhary,Revenge,8.774009927811743,78.17879885624417,01/01/1900
60430,Assault,Ramesh Gupta,03:00:00,Kodambakkam,2019-04-08,Yes,6 months,-,Personal Feud,8.731455371217397,78.16373344147195,01/01/1900
60431,Theft,Ramesh Gupta,22:39:00,Anna Nagar,2023-11-09,No,,,Accidental,8.75641493584629,78.12537646908736,01/01/1900
60432,Cyber Crime,Suresh Iyer,19:48:00,Mylapore,2020-06-18,No,3 years,Mohan Verma,Financial Gain,8.74822793167007,78.14885314934732,01/01/1900
60433,Cyber Crime,Anita Sharma,03:08:00,,2015-02-21,No,10 years,Mohan Verma,,8.781688721144677,78.18189340860096,01/01/1900
60434,Drug Possession,Suresh Iyer,10:06:00,Kodambakkam,2016-10-27,No,6 months,Suresh Iyer,Self-Defense,8.703437816325724,78.1850865485637,01/01/1900
60435,Theft,Ramesh Gupta,00:49:00,Purasawalkam,2024-11-24,No,,-,Political,8.713103630224957,78.17668050229673,01/01/1900
60436,Cyber Crime,,00:09:00,T. Nagar,2019-12-23,No,10 years,,Personal Feud,8.730986610762887,78.18970704832486,
60437,Drug Possession,,13:35:00,Kodambakkam,2015-06-19,Yes,6 months,Anita Sharma,Self-Defense,8.700984829266067,78.14280066909718,
60438,Fraud,Suresh Iyer,17:56:00,Velachery,2019-12-18,No,1 year,-,Revenge,8.7575566627707,78.14636469769542,01/01/1900
60439,Assault,Suresh Iyer,07:39:00,Kodambakkam,2020-01-28,No,,Suresh Iyer,Financial Gain,8.744974647593098,78.13371183075348,01/01/1900
60440,Drug Possession,Vikram Rao,17:11:00,Royapettah,2015-09-22,Yes,10 years,Anita Sharma,Accidental,8.777466251073292,78.14016023597428,01/01/1900
60441,Drug Possession,,01:03:00,Velachery,2020-01-11,No,,Suresh Iyer,Accidental,8.730389900884026,78.15059149656301,
60442,Theft,Nikita Sinha,12:57:00,Anna Nagar,2022-06-03,Yes,10 years,Deepak Choudhary,Revenge,8.794550692840946,78.1938697230005,01/01/1900
60443,Assault,Ramesh Gupta,15:44:00,Kodambakkam,2024-08-08,Yes,5 years,Deepak Choudhary,Personal Feud,8.758669931907399,78.1060114512944,01/01/1900
60444,Murder,Pooja Mehta,20:58:00,Kodambakkam,2020-04-14,No,10 years,Deepak Choudhary,Financial Gain,8.702208605066271,78.13121250223175,01/01/1900
60445,Cyber Crime,Rajesh Kumar,15:27:00,Velachery,2021-01-01,Yes,5 years,Mohan Verma,,8.78893638475488,78.11103566218229,01/01/1900
60446,Drug Possession,Pooja Mehta,02:31:00,Anna Nagar,2015-12-06,Yes,6 months,Suresh Iyer,Financial Gain,8.738967123399028,78.16353999615495,01/01/1900
60447,Theft,Ramesh Gupta,00:43:00,Anna Nagar,2021-10-06,No,5 years,Anita Sharma,Accidental,8.747236326462964,78.14693860833037,01/01/1900
60448,Fraud,Mohan Verma,15:12:00,Mylapore,2019-09-19,Yes,,-,Financial Gain,8.731882088596475,78.16615329986732,01/01/1900
60449,Cyber Crime,Ramesh Gupta,22:28:00,Velachery,2018-09-02,No,2 years,Mohan Verma,Personal Feud,8.766297213360227,78.16754095950232,01/01/1900
60450,Theft,,21:47:00,Adyar,2022-12-02,No,1 year,,Personal Feud,8.714715550451965,78.11738717685054,
60451,Kidnapping,Deepak Choudhary,06:38:00,Royapettah,2024-07-26,Yes,,Mohan Verma,Personal Feud,8.756956319076583,78.15027855856246,01/01/1900
60452,Cyber Crime,Anita Sharma,22:00:00,Velachery,2024-08-15,Yes,2 years,Deepak Choudhary,Personal Feud,8.773597516838878,78.12800902012896,01/01/1900
60453,Kidnapping,Ramesh Gupta,01:13:00,Kodambakkam,2016-03-03,No,10 years,Suresh Iyer,Political,8.781608316547075,78.1493939739543,01/01/1900
60454,Cyber Crime,Vikram Rao,11:37:00,Mylapore,2023-11-04,No,3 years,Anita Sharma,Political,8.771429841931115,78.18670552356068,01/01/1900
60455,Kidnapping,Nikita Sinha,17:27:00,Purasawalkam,2019-12-14,Yes,5 years,Mohan Verma,Political,8.759368271313155,78.19547313000511,01/01/1900
60456,Fraud,Vikram Rao,09:06:00,Anna Nagar,2024-01-24,Yes,1 year,Mohan Verma,Self-Defense,8.739629982255451,78.16912272764154,01/01/1900
60457,Fraud,Ramesh Gupta,05:09:00,Adyar,2024-02-23,No,3 years,,Accidental,8.78748209863172,78.18839536169851,01/01/1900
60458,Assault,Vikram Rao,03:58:00,Kodambakkam,2016-07-07,Yes,6 months,Anita Sharma,Self-Defense,8.773612881196488,78.17331224532342,01/01/1900
60459,Drug Possession,Pooja Mehta,08:59:00,Adyar,2019-10-20,Yes,10 years,Mohan Verma,Accidental,8.725850846434689,78.10628752190419,01/01/1900
60460,Cyber Crime,Mohan Verma,19:05:00,Royapettah,2016-11-05,No,3 years,Suresh Iyer,Self-Defense,8.746544185557457,78.14539651060545,01/01/1900
60461,Kidnapping,Pooja Mehta,07:51:00,Anna Nagar,2015-09-09,Yes,6 months,-,Political,8.781106229474121,78.14765045927263,01/01/1900
60462,Murder,Rajesh Kumar,17:59:00,Adyar,2017-11-20,Yes,6 months,Suresh Iyer,Personal Feud,8.712752036762154,78.1236482228722,01/01/1900
60463,Theft,Suresh Iyer,18:25:00,Mylapore,2020-01-21,Yes,5 years,-,Political,8.708692885738694,78.15374255008847,01/01/1900
60464,Murder,Deepak Choudhary,23:09:00,Purasawalkam,2023-12-03,Yes,10 years,-,Political,8.775999958665366,78.17164370468481,01/01/1900
60465,Murder,Pooja Mehta,14:08:00,Kodambakkam,2022-08-09,Yes,6 months,Suresh Iyer,Personal Feud,8.763926721371003,78.14354375783736,01/01/1900
60466,Theft,,20:42:00,Velachery,2020-08-12,No,2 years,-,Self-Defense,8.791394949649945,78.10861534654741,
60467,Murder,Vikram Rao,06:38:00,Kodambakkam,2019-02-09,Yes,10 years,Anita Sharma,Self-Defense,8.740190288290302,78.13301126363903,01/01/1900
60468,Assault,Amit Joshi,20:07:00,T. Nagar,2022-06-28,No,2 years,-,,8.732047379726632,78.1646897290579,01/01/1900
60469,Assault,Deepak Choudhary,17:23:00,Mylapore,2019-07-04,No,10 years,Anita Sharma,Accidental,8.728646692813486,78.10346125834512,01/01/1900
60470,Drug Possession,Deepak Choudhary,12:28:00,Purasawalkam,2015-04-10,No,,Mohan Verma,Financial Gain,8.722640676216281,78.13074366041687,01/01/1900
60471,Murder,Mohan Verma,04:11:00,Royapettah,2018-01-18,Yes,,,Personal Feud,8.736707856348433,78.1865785660447,01/01/1900
60472,Theft,Nikita Sinha,02:02:00,Purasawalkam,2020-10-12,Yes,10 years,,Accidental,8.706947139296387,78.17669273267505,01/01/1900
60473,Fraud,Ramesh Gupta,21:43:00,T. Nagar,2022-07-03,Yes,1 year,-,Self-Defense,8.797309687483535,78.13349921471541,01/01/1900
60474,Kidnapping,Amit Joshi,23:40:00,Velachery,2020-03-28,No,5 years,Deepak Choudhary,Revenge,8.741849651296024,78.12063746929081,01/01/1900
60475,Fraud,Vikram Rao,16:54:00,T. Nagar,2015-03-21,No,10 years,Suresh Iyer,Revenge,8.75226102441862,78.1638429157492,01/01/1900
60476,Fraud,Mohan Verma,02:46:00,Velachery,2020-06-07,Yes,,Deepak Choudhary,Self-Defense,8.762874814289768,78.14428490938475,01/01/1900
60477,,Rajesh Kumar,23:25:00,Mylapore,2019-06-14,Yes,10 years,-,Personal Feud,8.786446585978172,78.19901835883141,01/01/1900
60478,Kidnapping,Deepak Choudhary,16:01:00,T. Nagar,2021-08-03,Yes,5 years,,Accidental,8.73725107673281,78.1528376764631,01/01/1900
60479,Fraud,Suresh Iyer,02:03:00,Adyar,2021-07-19,Yes,3 years,Deepak Choudhary,Self-Defense,8.727114460899458,78.11899024017981,01/01/1900
60480,Assault,Amit Joshi,07:28:00,T. Nagar,2024-10-02,No,2 years,-,Political,8.704168724671712,78.13610073732109,01/01/1900
60481,,Mohan Verma,23:46:00,Velachery,2023-09-19,Yes,6 months,Mohan Verma,Financial Gain,8.708051739885548,78.13164337940377,01/01/1900
60482,Drug Possession,Anita Sharma,15:25:00,Royapettah,2024-11-20,No,10 years,Deepak Choudhary,Revenge,8.763040169250127,78.18916186810583,01/01/1900
60483,Cyber Crime,,11:47:00,Anna Nagar,2024-06-02,Yes,,,Accidental,8.782982130363742,78.18532737642289,
60484,Assault,Mohan Verma,23:54:00,Mylapore,2020-11-27,No,1 year,Mohan Verma,Financial Gain,8.780533045887706,78.1828501174178,01/01/1900
60485,Kidnapping,Rajesh Kumar,19:01:00,Royapettah,2015-12-09,No,2 years,Suresh Iyer,Revenge,8.793413722135176,78.12830290302468,01/01/1900
60486,Murder,Deepak Choudhary,15:31:00,Kodambakkam,2022-11-04,Yes,1 year,Suresh Iyer,Revenge,8.735730683917309,78.10731214873725,01/01/1900
60487,Theft,Suresh Iyer,18:01:00,T. Nagar,2023-06-13,No,,Mohan Verma,Self-Defense,8.720006389608093,78.14329332448001,01/01/1900
60488,Kidnapping,,23:57:00,Royapettah,2020-01-04,No,2 years,Mohan Verma,Personal Feud,8.786584792544277,78.12047028651098,
60489,Drug Possession,Pooja Mehta,14:07:00,T. Nagar,2023-02-26,No,6 months,Mohan Verma,Political,8.777043733055311,78.17353707496814,01/01/1900
60490,Theft,Mohan Verma,01:33:00,Mylapore,2015-04-16,No,1 year,Mohan Verma,Personal Feud,8.790021311538254,78.1439425288077,01/01/1900
60491,,,02:21:00,Adyar,2022-04-04,Yes,5 years,Suresh Iyer,Financial Gain,8.724258101129225,78.11248205180554,
60492,Murder,,01:14:00,T. Nagar,2019-01-25,No,2 years,Mohan Verma,Political,8.759055602557952,78.16620156122634,
60493,Assault,Rajesh Kumar,13:25:00,Purasawalkam,2015-01-17,No,2 years,Deepak Choudhary,Accidental,8.723304095180001,78.16647245755328,01/01/1900
60494,Kidnapping,Suresh Iyer,23:59:00,T. Nagar,2016-08-09,No,3 years,-,Self-Defense,8.706997180880872,78.10137562293926,01/01/1900
60495,Fraud,,04:44:00,Purasawalkam,2020-05-17,Yes,,,Self-Defense,8.712016777142049,78.18002848072308,
60496,,Vikram Rao,11:50:00,Purasawalkam,2016-10-28,Yes,10 years,Suresh Iyer,Revenge,8.774342018324997,78.14600843758949,01/01/1900
60497,Kidnapping,Amit Joshi,10:20:00,T. Nagar,2023-06-22,Yes,6 months,Deepak Choudhary,Revenge,8.721479613200396,78.18941798392986,01/01/1900
60498,Murder,Rajesh Kumar,11:10:00,Purasawalkam,2020-04-06,No,6 months,Suresh Iyer,Revenge,8.773296409029212,78.15422132083646,01/01/1900
60499,Assault,Rajesh Kumar,16:38:00,Mylapore,2024-09-28,Yes,5 years,Mohan Verma,Revenge,8.729233709679255,78.10315801722307,01/01/1900
60500,Fraud,Deepak Choudhary,02:24:00,Kodambakkam,2024-02-03,No,,Suresh Iyer,Personal Feud,8.729975502181606,78.15597075691716,01/01/1900
60501,Cyber Crime,Mohan Verma,22:29:00,Anna Nagar,2015-06-16,No,1 year,Suresh Iyer,Financial Gain,8.735442584156615,78.13397785930148,01/01/1900
60502,Fraud,Nikita Sinha,18:11:00,Royapettah,2020-01-09,Yes,1 year,-,Self-Defense,8.74679283275238,78.17580040453588,01/01/1900
60503,Drug Possession,,15:46:00,Purasawalkam,2020-03-03,Yes,,Suresh Iyer,Financial Gain,8.73991815496261,78.1513534189664,
60504,Assault,Nikita Sinha,09:28:00,Adyar,2017-07-10,Yes,5 years,-,Revenge,8.767805952053529,78.17483926153156,01/01/1900
60505,Assault,Deepak Choudhary,15:26:00,Kodambakkam,2017-08-06,No,5 years,Anita Sharma,Personal Feud,8.776032667760205,78.1500965960238,01/01/1900
60506,Cyber Crime,Anita Sharma,06:31:00,Purasawalkam,2016-07-18,No,,Anita Sharma,Accidental,8.733210582825539,78.14009705933329,01/01/1900
60507,Assault,Mohan Verma,03:07:00,T. Nagar,2022-12-01,Yes,3 years,,,8.789600795881697,78.1304619355649,01/01/1900
60508,Murder,Pooja Mehta,13:12:00,Velachery,2023-06-15,Yes,,Suresh Iyer,Accidental,8.722666740412029,78.1714117128227,01/01/1900
60509,Fraud,Pooja Mehta,13:49:00,Purasawalkam,2024-02-21,Yes,5 years,-,Personal Feud,8.702728630812395,78.18020184603537,01/01/1900
60510,Fraud,Vikram Rao,07:35:00,Purasawalkam,2017-11-10,Yes,10 years,,Personal Feud,8.740323495357266,78.11145665051914,01/01/1900
60511,Murder,Mohan Verma,17:02:00,Velachery,2021-01-21,No,,Deepak Choudhary,Accidental,8.72905856374351,78.11059885148624,01/01/1900
60512,Drug Possession,Mohan Verma,02:58:00,Mylapore,2018-08-13,No,6 months,-,Revenge,8.778072726400826,78.18935165004909,01/01/1900
60513,Fraud,,10:31:00,Anna Nagar,2024-05-24,Yes,3 years,Deepak Choudhary,Revenge,8.762213033183587,78.1200979738782,
60514,Fraud,Pooja Mehta,11:39:00,T. Nagar,2015-03-27,No,3 years,Mohan Verma,Political,8.720487649077196,78.189862814145,01/01/1900
60515,Cyber Crime,Nikita Sinha,08:49:00,Mylapore,2019-06-22,No,10 years,,Accidental,8.753335776212335,78.1345636377724,01/01/1900
60516,Drug Possession,Anita Sharma,10:05:00,Purasawalkam,2018-10-22,Yes,3 years,Mohan Verma,Self-Defense,8.736577018357574,78.12093887682018,01/01/1900
60517,Kidnapping,Deepak Choudhary,18:15:00,Velachery,2017-06-28,Yes,10 years,-,Political,8.733042781576717,78.14383592410213,01/01/1900
60518,Assault,Nikita Sinha,04:39:00,Purasawalkam,2024-05-01,No,5 years,,Political,8.796282166797694,78.19260333348714,01/01/1900
60519,Cyber Crime,Anita Sharma,08:16:00,Anna Nagar,2023-05-01,No,2 years,Deepak Choudhary,Accidental,8.715990586011527,78.15712679053387,01/01/1900
60520,Assault,Amit Joshi,20:08:00,Purasawalkam,2021-05-13,Yes,3 years,Deepak Choudhary,Revenge,8.758521355432967,78.15427362993589,01/01/1900
60521,Murder,Rajesh Kumar,03:50:00,T. Nagar,2024-09-14,No,,Deepak Choudhary,Self-Defense,8.751745942181243,78.11513527354083,01/01/1900
60522,Cyber Crime,Suresh Iyer,03:05:00,Kodambakkam,2015-07-19,No,5 years,Anita Sharma,Revenge,8.738131537813523,78.12014742486889,01/01/1900
60523,Murder,Amit Joshi,04:52:00,Anna Nagar,2015-11-20,No,3 years,,Political,8.747334247044664,78.11297246407585,01/01/1900
60524,Theft,Vikram Rao,23:54:00,T. Nagar,2019-01-10,Yes,5 years,Mohan Verma,Personal Feud,8.736376672270842,78.12286788214713,01/01/1900
60525,Drug Possession,,17:32:00,Royapettah,2016-12-08,Yes,,Suresh Iyer,Revenge,8.71978477590096,78.14141908159453,
60526,Theft,Ramesh Gupta,12:24:00,Anna Nagar,2017-01-22,No,2 years,Suresh Iyer,Personal Feud,8.780855307499627,78.16858550477242,01/01/1900
